customer_id,gender,age,country,signup_date,plan_type,contract_type,monthly_fee,payment_method,login_frequency_per_week,avg_session_minutes,features_used_count,last_login_days_ago,support_tickets,avg_response_time_hours,churn
05047d3f-78e9-46bd-ae78-7077ff7d97b0,Male,55,UAE,7/31/2022,Premium,Monthly,81.5,Card,3,9,2,55,5,4.3,1
78543bda-1d5d-43ce-b7ab-d7a6e2a081ac,Other,49,India,6/25/2021,Premium,Yearly,97.77,PayPal,12,53,7,6,1,32,0
66cbef12-c8d8-4ea9-8142-e0f68561af1e,Female,47,Canada,8/9/2020,Premium,Monthly,85.18,JazzCash,12,111,4,15,3,9.9,0
9cde2ae2-1377-4a32-a41b-f49f1297e39c,Female,29,USA,3/9/2025,Basic,Monthly,16.08,Card,0,84,18,53,0,46.5,1
243fbe50-f50b-4621-9457-10357b0976d6,Male,28,UK,6/12/2025,Standard,Monthly,73.37,Card,2,49,1,24,4,44.5,1
94ed762a-d45b-487a-960e-346f102e90f1,Female,45,Germany,6/16/2025,Basic,Monthly,12.42,Card,9,95,18,3,5,3.7,0
1bcdfd15-4c88-44ae-a385-db1dd0b42c14,Other,51,India,8/20/2020,Premium,Monthly,139.74,Card,9,9,8,25,1,45.3,1
146b77c0-8466-48a3-89c8-73079b05a751,Other,56,Pakistan,12/1/2020,Standard,Yearly,76.8,Easypaisa,10,92,11,15,4,19.6,0
8d8b49a5-48fe-4f1e-a42f-86b7fc822d5a,Female,47,USA,10/24/2020,Basic,Yearly,20.53,Card,1,69,7,32,4,7.2,1
f3d4926f-a58b-4d8e-bf02-1ffcd3ed37c2,Male,33,USA,3/13/2023,Basic,Yearly,25.84,JazzCash,9,104,17,0,10,39.4,1
d8f99c15-75c6-4879-8e79-de3704077773,Other,24,India,12/19/2022,Basic,Monthly,23.56,Easypaisa,4,37,20,13,5,10.6,0
97bd0f11-9d2b-4946-9f9a-2f495eb817e1,Female,50,UK,10/25/2022,Basic,Monthly,20.86,JazzCash,0,1,11,49,2,30.9,1
fb15f4b6-ccf0-424c-9734-edfe6b1faba6,Other,46,UAE,10/17/2024,Premium,Monthly,88.72,Easypaisa,8,5,12,37,8,8,1
7b23d734-4fd5-44c2-a651-639ba67e0911,Female,41,Canada,6/12/2020,Standard,Monthly,64.42,Card,5,100,18,56,6,46.8,1
0f2febac-7909-43be-8eaa-5ba066bd035a,Male,28,Canada,12/26/2021,Standard,Monthly,39.79,JazzCash,12,120,14,51,10,41.6,1
0bc835db-7e58-42ea-9537-b98061133868,Female,28,Canada,3/18/2021,Standard,Monthly,73.07,Easypaisa,3,105,15,22,4,39.6,0
ecfd65df-f534-4698-8f7c-5cafb3ee5897,Male,19,Germany,3/2/2022,Standard,Yearly,44.65,Card,12,36,12,41,8,19.8,0
92f1b6ca-4802-4eb7-bc53-f381395646c6,Other,39,Pakistan,4/17/2021,Standard,Monthly,59.45,JazzCash,0,14,20,27,5,35.2,1
10d4c8f5-cd13-4dc7-864d-5dc986e79472,Other,50,Pakistan,4/26/2024,Premium,Monthly,98.58,PayPal,0,67,18,43,10,10.3,1
7341812b-8246-4402-ba12-81ae518f8127,Other,39,UAE,7/9/2023,Premium,Monthly,130.66,JazzCash,8,40,14,20,6,33.8,1
cbb13857-d627-404b-823c-4580be78458e,Male,44,Germany,4/1/2024,Premium,Monthly,123.47,JazzCash,6,71,1,19,4,10.9,0
0b8e5914-7c3e-494c-b51c-f58b43b72191,Other,59,USA,3/19/2025,Standard,Yearly,64.11,PayPal,12,116,6,42,1,14.3,0
4cca1adc-2141-4b85-b4d8-22ccd1bbf85e,Other,39,Pakistan,8/20/2022,Premium,Yearly,96.5,Easypaisa,2,4,2,15,7,29.7,1
898a7c48-b3d7-4601-9b51-a6c422e42def,Female,44,Germany,3/7/2022,Premium,Yearly,115.11,Easypaisa,2,84,1,57,1,37.6,1
5a1257a6-5320-4e1b-9d83-a20d4b91737d,Other,51,UK,7/24/2020,Premium,Monthly,144.31,Card,7,18,15,42,8,47.4,1
44738dcb-c1ce-4316-9b31-5d0e079f53cb,Female,57,Canada,8/29/2025,Standard,Yearly,74.96,PayPal,7,34,8,53,10,14,0
e40d8696-350f-43d5-9374-4a65a0d24408,Female,58,India,1/29/2023,Standard,Monthly,65.96,Easypaisa,4,43,11,57,8,4.8,1
420b23d2-840e-42e7-a490-025bb41884a9,Female,62,India,5/26/2022,Basic,Yearly,15.19,PayPal,6,8,7,53,6,19.3,1
fa30c1a0-0575-4c64-9b1b-aab518bcd44d,Other,19,Canada,4/7/2024,Standard,Monthly,77.19,JazzCash,12,50,14,34,8,38.6,1
043e6159-29c3-49e6-bfa3-17f026575f5c,Female,32,USA,11/20/2024,Standard,Monthly,50.05,PayPal,11,22,15,58,2,47.1,1
6cdab164-5cab-4a06-9d88-f70196eec177,Female,55,UAE,4/21/2020,Basic,Yearly,8.39,PayPal,2,7,9,24,5,10.9,0
4c009bcd-3f8f-46de-9525-5305a30e61fc,Female,35,Canada,9/22/2024,Standard,Monthly,54.05,Card,5,29,3,49,10,2.9,1
34be981c-dacf-4443-87ae-df10ce07befd,Male,30,Canada,3/24/2020,Premium,Monthly,97.46,PayPal,10,15,19,60,3,22.9,1
d54e4b04-8ad5-49df-8755-5d0251b01332,Female,28,UAE,4/14/2021,Basic,Yearly,7.7,Card,14,40,19,43,6,19.6,0
5d4d62eb-5468-43db-91bf-7c9669dcd4a5,Male,55,Germany,9/21/2022,Basic,Yearly,26.26,Card,12,73,2,22,8,21.1,0
ad099102-9a92-4972-88bc-e223115bb1f2,Other,59,USA,2/21/2020,Standard,Yearly,36.17,JazzCash,10,115,15,45,2,21.5,0
eca3bfe7-5bd9-4bbb-9828-b4e884ede476,Other,35,UAE,6/3/2025,Standard,Yearly,71.46,JazzCash,5,110,8,53,1,14.1,0
7b06fc86-42d2-4b89-bc52-df2b39e8b5e7,Female,54,UAE,4/1/2024,Standard,Monthly,55.22,JazzCash,2,63,7,22,4,17,0
a55a069c-96c3-48db-a22e-dd52c0c79493,Other,35,UAE,2/11/2020,Premium,Monthly,86.91,PayPal,7,72,8,44,7,31.4,1
47b90206-800e-4b99-97f8-aaaa67b88f04,Male,23,USA,6/26/2022,Standard,Monthly,46,JazzCash,7,71,17,22,6,47.8,1
6dda6253-c2cd-4920-ae1e-86314acc1bd7,Female,62,UK,1/14/2023,Standard,Yearly,42.3,Easypaisa,5,16,18,60,2,10,0
01054009-c2bf-47ff-a09f-1842262398a7,Female,64,UAE,11/18/2025,Premium,Yearly,148.66,Easypaisa,4,30,12,11,4,1.7,0
bf35aff9-b2ce-45d5-a4f2-c9266bc07493,Female,20,Pakistan,4/11/2023,Premium,Monthly,125.01,PayPal,1,112,1,36,4,23.1,1
0f3803f2-b2dd-441b-9eb8-890b02385bda,Male,21,USA,5/10/2025,Basic,Monthly,15.02,Card,9,81,2,9,2,39.1,0
ab41f17d-6764-4e0d-b20d-c2246b00cb9e,Male,33,Pakistan,8/31/2024,Premium,Monthly,134.52,PayPal,7,117,15,19,9,47.5,1
c8e516f4-d765-472b-97aa-7ffe5fd627db,Other,21,UAE,2/10/2021,Basic,Monthly,11.62,Card,2,31,6,35,1,8.4,1
634459a5-aa14-4fe0-9baf-a4cc280fed55,Other,56,UK,4/7/2023,Basic,Monthly,12.2,JazzCash,11,111,15,4,10,12,1
46afc7f4-02d5-497a-b723-b832f28751a9,Other,55,Germany,3/21/2022,Standard,Monthly,57.68,Easypaisa,14,35,5,4,0,8.8,0
7d6258c8-952c-4957-950c-2ab523581a3d,Other,70,UAE,3/28/2023,Standard,Monthly,53.97,JazzCash,11,52,9,32,8,24.2,1
91569996-50ed-4b30-b890-77fdaebe452e,Male,45,Germany,8/13/2023,Premium,Yearly,82.78,Easypaisa,10,108,19,37,0,48,0
60ad0c8d-f700-4723-9465-cdc0e6f23c0d,Female,54,Pakistan,12/18/2021,Standard,Yearly,75.89,Easypaisa,9,56,16,5,7,17.4,0
d259695f-f5b9-46c6-ab44-f66ec3dde71b,Other,24,Canada,10/20/2021,Standard,Yearly,64.99,JazzCash,10,52,18,2,7,5.1,0
46d7083f-e330-4405-961c-735201b3dd79,Male,67,UK,10/8/2025,Basic,Yearly,15.33,Easypaisa,8,47,20,48,7,30.4,1
57846412-da92-4afc-89b5-b74c1921e9ec,Male,35,UAE,6/20/2021,Standard,Yearly,74.16,PayPal,1,4,20,51,3,34.4,1
db6e86f4-2b20-475b-bd55-2a52b3fac1e8,Male,53,UK,1/16/2021,Basic,Monthly,16.54,Card,10,107,5,31,4,24.9,1
c2fbdca1-1b46-41dc-886b-8acc6b655fe7,Female,48,India,2/13/2025,Premium,Monthly,107.47,Easypaisa,13,9,9,49,6,17,1
55dc8f0e-4d41-4516-9820-cfe2808bb9e1,Female,70,Pakistan,3/4/2023,Premium,Yearly,138.79,PayPal,13,20,15,34,7,17.2,1
7082e823-a13c-4ca6-b14c-c8fa7d0d7db6,Other,42,UK,8/11/2023,Basic,Monthly,19.29,Easypaisa,13,100,14,2,5,36,0
406d48e0-4221-4ec8-b664-a5f80208b5fa,Female,42,Germany,9/15/2021,Standard,Monthly,37.19,JazzCash,13,13,15,6,8,43.8,1
699b02c7-0f71-4ffb-b760-d8eda5e18559,Male,44,Canada,9/24/2021,Basic,Yearly,24.54,JazzCash,5,80,13,41,1,41,0
8657ba64-6294-41c3-9a73-109a30e218d4,Other,42,USA,6/21/2025,Premium,Monthly,123.6,Easypaisa,10,88,10,14,1,21.4,1
09db772f-507f-4f20-84ef-7f23195fb08a,Other,63,Canada,2/15/2021,Standard,Monthly,65.01,Card,0,42,2,18,5,18.6,1
ce0eeb40-edbc-46e5-b07e-70319a38a409,Other,44,UAE,1/7/2022,Basic,Monthly,6.97,PayPal,9,88,8,31,9,7.7,1
5da5a6f6-9326-452e-9d0b-4f9610b828f7,Female,47,USA,2/8/2020,Standard,Yearly,64.2,Easypaisa,1,57,12,37,4,31,1
c66bf572-cbac-4291-8fb6-27331ba6cfdf,Female,47,Canada,5/22/2023,Basic,Yearly,26.33,Card,3,49,19,22,9,14.9,0
4f1173b7-94ed-4e96-b4c0-2d366ab5d31f,Male,60,UK,1/29/2023,Basic,Monthly,27.77,PayPal,13,116,10,49,3,29.5,1
077dad26-d4a3-4da3-a417-c6345c5169d1,Other,30,UAE,10/23/2022,Premium,Monthly,124.35,Card,4,101,15,2,9,18.1,1
58ef81e6-9a72-4aef-951a-f826b3f8bf2f,Female,38,Germany,8/28/2024,Basic,Monthly,8.3,JazzCash,8,65,9,53,2,13.1,0
2b435249-7088-44d1-82f6-11c401e2ea93,Female,69,USA,10/19/2023,Basic,Yearly,29.07,Easypaisa,12,29,13,54,8,18.2,0
d3ad7054-5038-4c85-9722-82428757264c,Male,34,UAE,5/21/2021,Standard,Yearly,63.97,JazzCash,9,49,12,6,10,12,1
c95db0d0-680c-4fb3-aed4-23f39809fda5,Other,38,UAE,6/25/2022,Premium,Monthly,124.84,PayPal,14,90,10,41,6,6.5,1
063a2244-6b03-42d8-99ab-1b9f2d569b41,Male,37,UK,4/20/2021,Basic,Monthly,27.18,Easypaisa,6,59,12,42,8,20.7,1
7f7b0034-9626-4ce4-9556-cd52bc8da81f,Male,44,Germany,2/9/2021,Standard,Yearly,77.01,JazzCash,0,89,12,13,7,21.9,1
2cb0f7a7-c816-4264-be3d-ca7f55d0c222,Female,24,Germany,2/13/2024,Premium,Yearly,85.18,JazzCash,3,16,15,5,10,11,0
a076b15c-bd13-47e7-b79c-14ae1fedea71,Male,21,Canada,9/28/2023,Basic,Monthly,24.67,Easypaisa,1,107,18,13,9,11.1,1
05609d2e-6f57-4598-806d-e6c05c4a59e6,Female,67,India,1/12/2020,Standard,Monthly,79.39,JazzCash,12,23,4,42,0,7.2,1
d0ced980-19ed-4649-b97e-6f5a46295a7f,Male,55,USA,3/5/2020,Basic,Yearly,6.31,PayPal,8,15,3,30,7,37.6,0
380af2c7-0b5c-47b9-b270-49d60d113270,Male,46,UAE,6/26/2022,Premium,Monthly,131.18,JazzCash,7,83,1,3,7,40.8,1
8745ffa1-d6c8-42da-8b7f-b4770caa328f,Male,49,Germany,12/21/2024,Basic,Monthly,13.05,Easypaisa,1,17,9,39,10,28.5,1
7563062c-8bf9-4d84-82e8-b56de0c91201,Female,56,UAE,4/22/2023,Standard,Yearly,35.86,Card,13,84,18,46,3,21.2,0
512efcd3-d019-474d-81b5-29fc8ffe72f7,Female,39,Canada,1/31/2025,Standard,Yearly,66.75,JazzCash,6,41,9,23,2,33.3,0
1e246666-b723-48e6-a0dc-c7418eeeee71,Male,23,Pakistan,11/3/2024,Basic,Yearly,25.29,Card,9,72,18,21,10,6.7,0
90afe557-4bb8-4da5-956c-544acbbeaf9b,Other,66,UK,7/29/2020,Standard,Yearly,48.23,Easypaisa,2,85,16,14,1,17.5,0
e2c89ace-5e36-40b1-acef-783ad36d941b,Male,66,USA,7/15/2022,Standard,Monthly,60.84,JazzCash,0,24,9,44,4,44.3,1
8b40d55c-0000-4ea2-a2dc-a3b18ed80b95,Male,27,UAE,6/29/2024,Basic,Monthly,23.52,Card,1,96,17,13,6,20.7,1
0d1dc3e5-9276-4f25-b59e-49b6b1c4803a,Female,37,Germany,8/21/2023,Premium,Monthly,141.95,Easypaisa,2,97,20,3,10,4.8,1
3734cc47-0c8b-4e44-a6f4-fd45866e2fa9,Female,49,UAE,12/15/2024,Standard,Yearly,41.56,Card,5,56,4,18,10,32.9,0
b5adc500-7fc9-43b0-b9ef-2fb900d331e6,Other,37,Pakistan,6/22/2022,Standard,Monthly,31.38,JazzCash,3,99,5,48,4,14.6,1
19367606-449c-47ec-b70c-ac3d9025f8c6,Female,65,UK,12/20/2021,Basic,Yearly,18.31,Easypaisa,8,72,12,4,6,41.5,1
862996ed-b3ce-4845-a890-8140f4f825ea,Male,47,Pakistan,7/6/2023,Premium,Yearly,120.56,PayPal,4,15,13,1,5,9.1,0
5d503fc1-40dc-419c-aff9-96279e48fa22,Female,62,USA,12/26/2020,Standard,Monthly,42.92,PayPal,8,11,13,55,4,36.1,1
01583832-2c72-4cb4-b590-c36f43440d62,Male,22,UAE,4/12/2021,Premium,Monthly,143.51,JazzCash,5,94,5,15,1,7.9,0
43914ff0-ea21-4a64-835c-deabfaf80b78,Other,27,Canada,11/4/2020,Basic,Yearly,16.6,PayPal,10,119,19,41,10,47.4,1
7a69c5fb-1943-462e-b39a-842db5da9e10,Other,38,India,12/6/2024,Basic,Yearly,16.06,JazzCash,12,36,19,3,5,24.8,0
9c3c0b7f-b635-4591-b456-4c7be83e8a99,Female,20,Pakistan,2/19/2024,Standard,Monthly,62.59,Card,9,77,17,24,7,28.3,0
883b87f8-e7fa-49b5-a516-7d69fc61702f,Other,20,UK,2/10/2022,Standard,Yearly,55.57,Card,7,14,11,45,1,24.7,1
d494066c-9cb2-4e8f-a87e-f15529cd4a3f,Male,63,UK,12/4/2024,Premium,Monthly,106.11,JazzCash,6,53,11,43,9,3.5,1
becc592e-9b05-4a16-9c18-b34e0c265e7a,Female,22,USA,1/22/2021,Premium,Yearly,100.61,Easypaisa,5,11,19,42,2,44.1,1
b9129844-287c-4784-9c21-50290d18fee8,Other,62,Germany,5/24/2024,Basic,Monthly,12.74,PayPal,10,102,11,52,2,32.5,1
75d0c93f-ff2d-4aa7-875f-70dd4c2e3e71,Other,61,UAE,1/17/2021,Premium,Yearly,116.09,Card,5,40,6,60,3,17.1,0
5a0c217b-7a86-4534-9440-9dbbfc91dc1c,Male,32,India,9/26/2021,Basic,Yearly,26.11,Card,8,99,18,53,8,2.8,1
a2cebf40-e0f7-46f7-9b07-ecf14956e4ef,Other,26,UAE,3/23/2024,Basic,Monthly,9.52,Easypaisa,11,57,2,26,5,32.8,1
69855d05-0dfa-4037-b4d3-0de0abb9f67f,Female,57,USA,1/12/2025,Basic,Monthly,12.74,PayPal,14,107,7,23,10,45.5,0
519b0cca-e4b4-4d0c-8675-fee1f0446e36,Female,67,USA,4/13/2024,Premium,Yearly,147.67,Easypaisa,12,78,5,55,4,3.5,0
64a2e101-aa69-4d93-bf9b-8bd8dadce8dc,Female,53,Pakistan,10/14/2025,Basic,Yearly,7.1,Easypaisa,4,58,17,9,6,5.3,0
8845f6dd-1aad-49a9-a16e-10988932b2c4,Female,40,Pakistan,8/26/2024,Basic,Yearly,17.55,Easypaisa,6,11,12,14,0,16,0
e75bcd6c-47ca-496b-af19-42df38209beb,Other,59,USA,8/21/2021,Basic,Monthly,12.17,PayPal,11,107,5,48,7,22.1,1
7862d70f-5b43-4cad-894f-f4dc751de1f6,Male,19,USA,6/2/2022,Basic,Yearly,7.78,JazzCash,3,39,4,3,3,20.7,0
81471c35-dd79-4a65-aeb9-d75562b37e0d,Female,22,Pakistan,8/9/2025,Premium,Monthly,124.6,Easypaisa,11,19,10,27,0,29.9,0
aff8d7fc-0deb-47c5-aefd-fe336a682576,Female,29,Germany,12/16/2020,Premium,Yearly,85.67,Card,6,112,16,2,10,19.2,0
38659a24-32a1-4583-8a55-1dfdd3aa059e,Other,19,USA,10/3/2020,Standard,Monthly,66.91,Card,12,75,11,8,0,17.6,0
6307069a-27f4-412f-a8a0-dbd7bff92ae4,Other,29,Canada,3/18/2025,Premium,Yearly,124.59,Easypaisa,1,92,15,2,4,10.5,0
4610c160-c039-410d-8cd3-3d58260d4356,Male,38,USA,10/12/2025,Standard,Yearly,43.41,Easypaisa,4,46,2,55,10,16.6,1
ab6c63d4-b0a5-408c-a7c0-29475b869a3b,Female,45,UK,12/6/2024,Standard,Yearly,78.71,PayPal,11,64,12,59,8,13.5,1
82f989aa-db4a-4c5e-a82c-80f20bbc828f,Female,23,UK,1/9/2022,Premium,Yearly,103.16,Card,5,85,10,19,7,29.3,0
b920b3af-b6b0-4f95-a399-e64d5609c009,Other,46,USA,1/5/2025,Basic,Yearly,20.37,PayPal,4,82,2,4,10,31,1
f1c07b4a-4c4c-44f7-9eaa-f6be3295ebb4,Other,61,India,5/7/2020,Basic,Yearly,5.87,Card,3,100,12,23,6,45.6,1
cec5efaf-8591-4cd7-94f2-c9c99cc4eb3f,Male,61,UK,2/28/2024,Standard,Yearly,68.39,Easypaisa,8,47,13,20,10,14.1,0
6d65b2f4-623d-4ca0-ac28-ab3f5b66b227,Male,65,India,8/6/2025,Premium,Yearly,144.03,Card,4,100,9,45,7,11.1,1
a6a3491e-28fb-4151-9043-873db9c34551,Other,49,India,5/17/2021,Basic,Monthly,16.3,PayPal,1,104,11,42,5,34.3,1
fa686db4-e790-48b1-8b09-499ba62a606e,Female,37,Canada,10/7/2021,Premium,Monthly,135.77,Easypaisa,1,26,5,15,7,2.2,1
8c6bf2d2-ff30-44ac-86b5-4a37ac27be92,Female,47,Canada,6/15/2021,Premium,Monthly,85.54,PayPal,11,93,16,33,6,37.2,1
958d6dae-bbe1-413d-91a1-f62d766dc812,Male,26,USA,10/30/2020,Standard,Yearly,64.33,JazzCash,2,113,18,40,9,9.6,0
a09621d3-c0b0-480f-872c-9b3f6e399e27,Female,50,Canada,8/14/2020,Basic,Monthly,12.6,Easypaisa,5,120,8,22,8,43.1,1
1e3f88b2-f4c6-4021-8fb3-ad22aaa40780,Female,30,Germany,1/29/2023,Basic,Yearly,20.36,Card,8,83,6,37,9,8.2,0
2478b052-a167-4476-9ec6-bca45946e0bb,Other,56,USA,6/17/2020,Basic,Monthly,6.14,JazzCash,10,27,19,26,9,31,1
9e4ebf0d-6e30-4c80-bfcd-f8cb139bf00c,Other,52,USA,5/22/2023,Standard,Monthly,70.43,PayPal,4,59,3,44,0,8.4,1
dc919ed5-e651-47c1-a1d2-bd31df79e57b,Female,31,USA,8/11/2021,Standard,Yearly,66.98,JazzCash,6,17,12,32,8,6,1
60a487c8-1997-4898-945b-3ff9c93b69b8,Male,35,UK,10/12/2022,Basic,Monthly,6.27,PayPal,13,79,14,15,2,39.2,0
5845b3d2-e58c-4943-88ed-563fb2124353,Other,38,India,10/14/2021,Standard,Yearly,55.44,JazzCash,7,3,3,60,6,24.8,0
2ed8e9de-3d73-4b2e-abfe-942617672ab2,Male,55,USA,7/18/2020,Basic,Yearly,17.37,PayPal,4,69,1,54,1,21.3,0
02febe43-6e5b-4fd6-a336-e733c8608850,Other,41,Canada,7/9/2024,Standard,Monthly,50.63,Easypaisa,5,71,10,4,6,24.7,0
033d34b6-96a9-43ca-93d4-21389983187f,Female,70,UAE,5/1/2021,Basic,Monthly,14.85,JazzCash,8,47,5,12,9,24.9,1
c2a8e03d-b325-4ae8-925c-ae8da7b23e76,Male,20,India,9/26/2023,Standard,Yearly,38.3,Easypaisa,5,120,20,20,2,19.5,0
33278b74-e995-42f8-8f79-a4c13ea635b3,Female,55,USA,9/8/2025,Premium,Yearly,129.9,JazzCash,7,105,1,23,5,32.7,0
4709b29d-7b5a-4056-a30b-5f9ea65c56f3,Other,37,Canada,4/19/2020,Premium,Yearly,99.32,Easypaisa,11,7,19,30,2,25.6,0
9fa51566-04a6-4ffe-90c9-a13e6dc096ef,Female,27,Canada,9/19/2022,Basic,Monthly,9.77,PayPal,5,54,5,26,3,20.3,0
8d2c1fbc-ddcf-47f8-aaf8-c413b8a23662,Female,65,Germany,9/12/2020,Premium,Monthly,116.79,JazzCash,10,62,17,24,5,46,1
d7f196e4-55c8-44a7-984b-bd702d5a8b1b,Other,39,UAE,12/22/2023,Premium,Yearly,123.1,Easypaisa,3,36,18,19,3,45.2,0
3eb82e99-2199-4ed3-ba1e-7b066ea96ef0,Female,63,India,6/25/2025,Standard,Yearly,48.09,JazzCash,4,16,19,43,8,18.8,0
4cbf6608-6dc3-4cec-9971-a348b916f680,Female,67,Canada,8/22/2021,Standard,Monthly,45.09,Card,5,119,15,41,4,36.1,1
affcd69b-3510-4612-a37b-901084f254a7,Other,35,UAE,1/17/2023,Basic,Monthly,20.39,Easypaisa,3,7,17,14,10,11.9,1
faee51b9-7582-4acf-b067-b2958e147a18,Female,63,UK,2/15/2021,Premium,Monthly,81.36,Easypaisa,6,84,16,30,10,10.4,0
fb5a8da1-bc8e-4acb-a11b-b6f06781361f,Female,36,Germany,8/30/2020,Basic,Monthly,18.38,Card,14,118,6,26,2,44.9,1
4c8bef0a-b35b-4282-810b-1a5bbcfd6c49,Female,68,UK,2/2/2022,Premium,Yearly,141.5,Card,4,73,20,6,5,14.4,0
0dce1f35-c518-4d8d-a951-748e26b0922d,Other,51,UK,7/3/2021,Premium,Yearly,99.83,Card,5,21,15,41,4,34.8,1
bea1f31e-ca93-4a8d-8970-f1944f76de82,Female,68,USA,3/2/2022,Basic,Yearly,25.67,JazzCash,1,52,4,11,2,23.4,0
a4956f93-5c2c-4687-9787-cc507faddcf6,Male,34,UK,8/22/2022,Standard,Yearly,77.75,JazzCash,9,93,19,0,4,31.7,0
963f35ee-8d44-4fbc-b02d-8f7478537f27,Male,60,Pakistan,3/21/2025,Standard,Monthly,50.87,JazzCash,11,16,10,23,9,11.4,0
3b56d087-c4f8-49da-adcd-7073ad08ef3a,Female,27,UK,3/10/2024,Standard,Yearly,68.11,Easypaisa,12,32,20,55,1,25.7,0
2a408536-a1f4-4a7d-9261-115e60c50f5b,Female,22,UAE,4/4/2021,Basic,Monthly,19.32,Easypaisa,2,42,17,28,1,33,1
38308414-3673-4b20-844f-63bc823cb806,Female,23,UAE,12/29/2024,Basic,Yearly,8.3,PayPal,7,73,2,35,7,32.6,1
06ebf2a4-12cc-46e1-9ee9-5485a8331043,Male,43,USA,1/13/2020,Premium,Monthly,120.9,Card,6,45,3,34,0,44.9,1
b6ef08f5-7535-4ac3-9e8a-02a4d146da0c,Female,20,USA,8/1/2024,Basic,Monthly,24.15,PayPal,5,115,13,28,6,18.7,1
387d1a24-edcb-4ef4-8e85-ab577d07bcd8,Other,52,India,11/25/2023,Basic,Monthly,29.82,PayPal,8,17,8,53,0,36.5,0
cc9558ba-a991-41d9-bb43-a949b054ecba,Female,61,Germany,10/3/2024,Premium,Yearly,137.81,Easypaisa,7,45,5,17,3,45.1,0
51ffe90e-15f6-464e-aba3-c90748274444,Male,20,Canada,9/13/2024,Premium,Monthly,97.61,Card,1,77,2,28,9,32.6,1
c00acfa9-3784-43b6-97c1-d94a6728aea7,Male,65,Pakistan,7/5/2024,Standard,Monthly,57.45,Card,2,65,10,14,9,16,1
d3d34d3c-c3a7-45ef-b736-80d6fc74480e,Other,70,USA,8/28/2022,Standard,Monthly,79.3,Easypaisa,6,39,9,3,8,45.6,1
6fe6c2cc-85ff-4339-a974-1bc9be727db2,Male,58,Germany,10/15/2024,Premium,Yearly,84.24,JazzCash,10,86,13,50,8,16,1
fbdbef78-a5c3-44a5-9167-b8223733ec4c,Male,37,UK,1/23/2022,Premium,Yearly,97.63,Easypaisa,4,110,5,51,7,44,1
809a7e1d-0ff2-4447-8de5-73af0c63090d,Female,53,UAE,7/3/2021,Standard,Monthly,43.49,JazzCash,10,11,15,54,5,5.3,1
f1e703b3-2eff-4223-9a32-84b2a7aad198,Male,21,USA,3/24/2024,Premium,Monthly,141.28,Easypaisa,12,98,19,46,10,27.3,1
f23b09ba-15d2-4c71-97ca-081114d88935,Female,37,Pakistan,5/17/2022,Basic,Monthly,23.67,PayPal,14,32,20,45,3,19.6,1
08681a75-5e03-487d-85d2-7981d191d288,Female,67,USA,4/8/2024,Standard,Yearly,46.11,JazzCash,8,113,16,29,1,38.7,0
